Category,State,Year,Month,Value(cents per KWH),state_year_month
Average retail price of electricity , Wisconsin ,2012,4,13.36, Wisconsin 20124
Average retail price of electricity , Wisconsin ,2012,3,13.1, Wisconsin 20123
Average retail price of electricity , Wisconsin ,2012,2,12.88, Wisconsin 20122
Average retail price of electricity , Wisconsin ,2012,1,12.66, Wisconsin 20121
Average retail price of electricity , Wisconsin ,2011,12,12.78, Wisconsin 201112
Average retail price of electricity , Wisconsin ,2011,11,13.08, Wisconsin 201111
Average retail price of electricity , Wisconsin ,2011,10,13.29, Wisconsin 201110
Average retail price of electricity , Wisconsin ,2011,9,13.7, Wisconsin 20119
Average retail price of electricity , Wisconsin ,2011,8,13.13, Wisconsin 20118
Average retail price of electricity , Wisconsin ,2011,7,13.27, Wisconsin 20117
Average retail price of electricity , Wisconsin ,2011,6,13.67, Wisconsin 20116
Average retail price of electricity , Wisconsin ,2011,5,13.11, Wisconsin 20115
Average retail price of electricity , Wisconsin ,2011,4,12.91, Wisconsin 20114
Average retail price of electricity , Wisconsin ,2011,3,12.7, Wisconsin 20113
Average retail price of electricity , Wisconsin ,2011,2,12.6, Wisconsin 20112
Average retail price of electricity , Wisconsin ,2011,1,12.32, Wisconsin 20111
Average retail price of electricity , Wisconsin ,2010,12,12.25, Wisconsin 201012
Average retail price of electricity , Wisconsin ,2010,11,12.7, Wisconsin 201011
Average retail price of electricity , Wisconsin ,2010,10,12.88, Wisconsin 201010
Average retail price of electricity , Wisconsin ,2010,9,13.12, Wisconsin 20109
Average retail price of electricity , Wisconsin ,2010,8,12.95, Wisconsin 20108
Average retail price of electricity , Wisconsin ,2010,7,12.85, Wisconsin 20107
Average retail price of electricity , Wisconsin ,2010,6,13.16, Wisconsin 20106
Average retail price of electricity , Wisconsin ,2010,5,12.81, Wisconsin 20105
Average retail price of electricity , Wisconsin ,2010,4,12.61, Wisconsin 20104
Average retail price of electricity , Wisconsin ,2010,3,12.46, Wisconsin 20103
Average retail price of electricity , Wisconsin ,2010,2,12.28, Wisconsin 20102
Average retail price of electricity , Wisconsin ,2010,1,11.97, Wisconsin 20101
Average retail price of electricity , Wisconsin ,2009,12,11.41, Wisconsin 200912
Average retail price of electricity , Wisconsin ,2009,11,11.79, Wisconsin 200911
Average retail price of electricity , Wisconsin ,2009,10,12, Wisconsin 200910
Average retail price of electricity , Wisconsin ,2009,9,12.39, Wisconsin 20099
Average retail price of electricity , Wisconsin ,2009,8,12.28, Wisconsin 20098
Average retail price of electricity , Wisconsin ,2009,7,12.18, Wisconsin 20097
Average retail price of electricity , Wisconsin ,2009,6,12.65, Wisconsin 20096
Average retail price of electricity , Wisconsin ,2009,5,11.97, Wisconsin 20095
Average retail price of electricity , Wisconsin ,2009,4,11.67, Wisconsin 20094
Average retail price of electricity , Wisconsin ,2009,3,11.49, Wisconsin 20093
Average retail price of electricity , Wisconsin ,2009,2,11.6, Wisconsin 20092
Average retail price of electricity , Wisconsin ,2009,1,12.02, Wisconsin 20091
Average retail price of electricity , Wisconsin ,2008,12,11.07, Wisconsin 200812
Average retail price of electricity , Wisconsin ,2008,11,11.58, Wisconsin 200811
Average retail price of electricity , Wisconsin ,2008,10,11.87, Wisconsin 200810
Average retail price of electricity , Wisconsin ,2008,9,12.15, Wisconsin 20089
Average retail price of electricity , Wisconsin ,2008,8,12.02, Wisconsin 20088
Average retail price of electricity , Wisconsin ,2008,7,11.94, Wisconsin 20087
Average retail price of electricity , Wisconsin ,2008,6,12.05, Wisconsin 20086
Average retail price of electricity , Wisconsin ,2008,5,11.76, Wisconsin 20085
Average retail price of electricity , Wisconsin ,2008,4,11.41, Wisconsin 20084
Average retail price of electricity , Wisconsin ,2008,3,11.09, Wisconsin 20083
Average retail price of electricity , Wisconsin ,2008,2,11.03, Wisconsin 20082
Average retail price of electricity , Wisconsin ,2008,1,10.68, Wisconsin 20081
Average retail price of electricity , Wisconsin ,2007,12,10.66, Wisconsin 200712
Average retail price of electricity , Wisconsin ,2007,11,10.95, Wisconsin 200711
Average retail price of electricity , Wisconsin ,2007,10,11.07, Wisconsin 200710
Average retail price of electricity , Wisconsin ,2007,9,10.98, Wisconsin 20079
Average retail price of electricity , Wisconsin ,2007,8,11.01, Wisconsin 20078
Average retail price of electricity , Wisconsin ,2007,7,11.02, Wisconsin 20077
Average retail price of electricity , Wisconsin ,2007,6,11.15, Wisconsin 20076
Average retail price of electricity , Wisconsin ,2007,5,11.2, Wisconsin 20075
Average retail price of electricity , Wisconsin ,2007,4,10.85, Wisconsin 20074
Average retail price of electricity , Wisconsin ,2007,3,10.51, Wisconsin 20073
Average retail price of electricity , Wisconsin ,2007,2,10.58, Wisconsin 20072
Average retail price of electricity , Wisconsin ,2007,1,10.5, Wisconsin 20071
Average retail price of electricity , Wisconsin ,2006,12,10.35, Wisconsin 200612
Average retail price of electricity , Wisconsin ,2006,11,10.52, Wisconsin 200611
Average retail price of electricity , Wisconsin ,2006,10,10.79, Wisconsin 200610
Average retail price of electricity , Wisconsin ,2006,9,10.81, Wisconsin 20069
Average retail price of electricity , Wisconsin ,2006,8,10.74, Wisconsin 20068
Average retail price of electricity , Wisconsin ,2006,7,10.67, Wisconsin 20067
Average retail price of electricity , Wisconsin ,2006,6,10.25, Wisconsin 20066
Average retail price of electricity , Wisconsin ,2006,5,10.96, Wisconsin 20065
Average retail price of electricity , Wisconsin ,2006,4,10.72, Wisconsin 20064
Average retail price of electricity , Wisconsin ,2006,3,10.28, Wisconsin 20063
Average retail price of electricity , Wisconsin ,2006,2,10.08, Wisconsin 20062
Average retail price of electricity , Wisconsin ,2006,1,10.03, Wisconsin 20061
Average retail price of electricity , Wisconsin ,2005,12,9.69, Wisconsin 200512
Average retail price of electricity , Wisconsin ,2005,11,9.83, Wisconsin 200511
Average retail price of electricity , Wisconsin ,2005,10,9.91, Wisconsin 200510
Average retail price of electricity , Wisconsin ,2005,9,9.97, Wisconsin 20059
Average retail price of electricity , Wisconsin ,2005,8,9.92, Wisconsin 20058
Average retail price of electricity , Wisconsin ,2005,7,9.89, Wisconsin 20057
Average retail price of electricity , Wisconsin ,2005,6,9.93, Wisconsin 20056
Average retail price of electricity , Wisconsin ,2005,5,9.78, Wisconsin 20055
Average retail price of electricity , Wisconsin ,2005,4,9.56, Wisconsin 20054
Average retail price of electricity , Wisconsin ,2005,3,9.27, Wisconsin 20053
Average retail price of electricity , Wisconsin ,2005,2,9.2, Wisconsin 20052
Average retail price of electricity , Wisconsin ,2005,1,8.99, Wisconsin 20051
Average retail price of electricity , Wisconsin ,2004,12,8.86, Wisconsin 200412
Average retail price of electricity , Wisconsin ,2004,11,9.08, Wisconsin 200411
Average retail price of electricity , Wisconsin ,2004,10,9.11, Wisconsin 200410
Average retail price of electricity , Wisconsin ,2004,9,9.32, Wisconsin 20049
Average retail price of electricity , Wisconsin ,2004,8,9.34, Wisconsin 20048
Average retail price of electricity , Wisconsin ,2004,7,9.4, Wisconsin 20047
Average retail price of electricity , Wisconsin ,2004,6,9.48, Wisconsin 20046
Average retail price of electricity , Wisconsin ,2004,5,9.27, Wisconsin 20045
Average retail price of electricity , Wisconsin ,2004,4,9.07, Wisconsin 20044
Average retail price of electricity , Wisconsin ,2004,3,8.77, Wisconsin 20043
Average retail price of electricity , Wisconsin ,2004,2,8.73, Wisconsin 20042
Average retail price of electricity , Wisconsin ,2004,1,8.59, Wisconsin 20041
Average retail price of electricity , Wisconsin ,2003,12,8.51, Wisconsin 200312
Average retail price of electricity , Wisconsin ,2003,11,8.71, Wisconsin 200311
Average retail price of electricity , Wisconsin ,2003,10,8.79, Wisconsin 200310
Average retail price of electricity , Wisconsin ,2003,9,8.94, Wisconsin 20039
Average retail price of electricity , Wisconsin ,2003,8,8.87, Wisconsin 20038
Average retail price of electricity , Wisconsin ,2003,7,8.9, Wisconsin 20037
Average retail price of electricity , Wisconsin ,2003,6,9.1, Wisconsin 20036
Average retail price of electricity , Wisconsin ,2003,5,8.88, Wisconsin 20035
Average retail price of electricity , Wisconsin ,2003,4,8.79, Wisconsin 20034
Average retail price of electricity , Wisconsin ,2003,3,8.37, Wisconsin 20033
Average retail price of electricity , Wisconsin ,2003,2,8.27, Wisconsin 20032
Average retail price of electricity , Wisconsin ,2003,1,8.11, Wisconsin 20031
Average retail price of electricity , Wisconsin ,2002,12,8.37, Wisconsin 200212
Average retail price of electricity , Wisconsin ,2002,11,8.27, Wisconsin 200211
Average retail price of electricity , Wisconsin ,2002,10,8.23, Wisconsin 200210
Average retail price of electricity , Wisconsin ,2002,9,8.22, Wisconsin 20029
Average retail price of electricity , Wisconsin ,2002,8,8.16, Wisconsin 20028
