Category,Resource,State,Year,Month,Value(thousand tons),state_year_month
Total consumption , coal , Pacific Noncontiguous (total) ,2007,8,98.413, Pacific Noncontiguous (total) 20078
Total consumption , coal , Pacific Noncontiguous (total) ,2007,7,94.209, Pacific Noncontiguous (total) 20077
Total consumption , coal , Pacific Noncontiguous (total) ,2007,6,87.2, Pacific Noncontiguous (total) 20076
Total consumption , coal , Pacific Noncontiguous (total) ,2007,5,105.475, Pacific Noncontiguous (total) 20075
Total consumption , coal , Pacific Noncontiguous (total) ,2007,4,96.181, Pacific Noncontiguous (total) 20074
Total consumption , coal , Pacific Noncontiguous (total) ,2007,3,105.614, Pacific Noncontiguous (total) 20073
Total consumption , coal , Pacific Noncontiguous (total) ,2007,2,94.866, Pacific Noncontiguous (total) 20072
Total consumption , coal , Pacific Noncontiguous (total) ,2007,1,104.843, Pacific Noncontiguous (total) 20071
Total consumption , coal , Pacific Noncontiguous (total) ,2006,12,99.24031, Pacific Noncontiguous (total) 200612
Total consumption , coal , Pacific Noncontiguous (total) ,2006,11,95.19197, Pacific Noncontiguous (total) 200611
Total consumption , coal , Pacific Noncontiguous (total) ,2006,10,97.5303, Pacific Noncontiguous (total) 200610
Total consumption , coal , Pacific Noncontiguous (total) ,2006,9,96.64351, Pacific Noncontiguous (total) 20069
Total consumption , coal , Pacific Noncontiguous (total) ,2006,8,100.61525, Pacific Noncontiguous (total) 20068
Total consumption , coal , Pacific Noncontiguous (total) ,2006,7,100.97451, Pacific Noncontiguous (total) 20067
Total consumption , coal , Pacific Noncontiguous (total) ,2006,6,87.4428, Pacific Noncontiguous (total) 20066
Total consumption , coal , Pacific Noncontiguous (total) ,2006,5,91.63248, Pacific Noncontiguous (total) 20065
Total consumption , coal , Pacific Noncontiguous (total) ,2006,4,96.2352, Pacific Noncontiguous (total) 20064
Total consumption , coal , Pacific Noncontiguous (total) ,2006,3,97.00967, Pacific Noncontiguous (total) 20063
Total consumption , coal , Pacific Noncontiguous (total) ,2006,2,80.77633, Pacific Noncontiguous (total) 20062
Total consumption , coal , Pacific Noncontiguous (total) ,2006,1,84.4387, Pacific Noncontiguous (total) 20061
Total consumption , coal , Pacific Noncontiguous (total) ,2005,12,97.37783, Pacific Noncontiguous (total) 200512
Total consumption , coal , Pacific Noncontiguous (total) ,2005,11,95.11765, Pacific Noncontiguous (total) 200511
Total consumption , coal , Pacific Noncontiguous (total) ,2005,10,98.36916, Pacific Noncontiguous (total) 200510
Total consumption , coal , Pacific Noncontiguous (total) ,2005,9,92.27095, Pacific Noncontiguous (total) 20059
Total consumption , coal , Pacific Noncontiguous (total) ,2005,8,97.58486, Pacific Noncontiguous (total) 20058
Total consumption , coal , Pacific Noncontiguous (total) ,2005,7,100.31876, Pacific Noncontiguous (total) 20057
Total consumption , coal , Pacific Noncontiguous (total) ,2005,6,92.54255, Pacific Noncontiguous (total) 20056
Total consumption , coal , Pacific Noncontiguous (total) ,2005,5,95.2151, Pacific Noncontiguous (total) 20055
Total consumption , coal , Pacific Noncontiguous (total) ,2005,4,92.33387, Pacific Noncontiguous (total) 20054
Total consumption , coal , Pacific Noncontiguous (total) ,2005,3,97.56117, Pacific Noncontiguous (total) 20053
Total consumption , coal , Pacific Noncontiguous (total) ,2005,2,86.95983, Pacific Noncontiguous (total) 20052
Total consumption , coal , Pacific Noncontiguous (total) ,2005,1,98.58328, Pacific Noncontiguous (total) 20051
Total consumption , coal , Pacific Noncontiguous (total) ,2004,12,104.32913, Pacific Noncontiguous (total) 200412
Total consumption , coal , Pacific Noncontiguous (total) ,2004,11,104.66625, Pacific Noncontiguous (total) 200411
Total consumption , coal , Pacific Noncontiguous (total) ,2004,10,104.73649, Pacific Noncontiguous (total) 200410
Total consumption , coal , Pacific Noncontiguous (total) ,2004,9,99.88763, Pacific Noncontiguous (total) 20049
Total consumption , coal , Pacific Noncontiguous (total) ,2004,8,101.38906, Pacific Noncontiguous (total) 20048
Total consumption , coal , Pacific Noncontiguous (total) ,2004,7,93.93016, Pacific Noncontiguous (total) 20047
Total consumption , coal , Pacific Noncontiguous (total) ,2004,6,98.90083, Pacific Noncontiguous (total) 20046
Total consumption , coal , Pacific Noncontiguous (total) ,2004,5,102.34686, Pacific Noncontiguous (total) 20045
Total consumption , coal , Pacific Noncontiguous (total) ,2004,4,90.77487, Pacific Noncontiguous (total) 20044
Total consumption , coal , Pacific Noncontiguous (total) ,2004,3,98.16279, Pacific Noncontiguous (total) 20043
Total consumption , coal , Pacific Noncontiguous (total) ,2004,2,97.04112, Pacific Noncontiguous (total) 20042
Total consumption , coal , Pacific Noncontiguous (total) ,2004,1,101.14172, Pacific Noncontiguous (total) 20041
Total consumption , coal , Pacific Noncontiguous (total) ,2003,12,110.38, Pacific Noncontiguous (total) 200312
Total consumption , coal , Pacific Noncontiguous (total) ,2003,11,97.19, Pacific Noncontiguous (total) 200311
Total consumption , coal , Pacific Noncontiguous (total) ,2003,10,99.776, Pacific Noncontiguous (total) 200310
Total consumption , coal , Pacific Noncontiguous (total) ,2003,9,89.162, Pacific Noncontiguous (total) 20039
Total consumption , coal , Pacific Noncontiguous (total) ,2003,8,83.444, Pacific Noncontiguous (total) 20038
Total consumption , coal , Pacific Noncontiguous (total) ,2003,7,79.713, Pacific Noncontiguous (total) 20037
Total consumption , coal , Pacific Noncontiguous (total) ,2003,6,88.8, Pacific Noncontiguous (total) 20036
Total consumption , coal , Pacific Noncontiguous (total) ,2003,5,94.867, Pacific Noncontiguous (total) 20035
Total consumption , coal , Pacific Noncontiguous (total) ,2003,4,88.482, Pacific Noncontiguous (total) 20034
Total consumption , coal , Pacific Noncontiguous (total) ,2003,3,98.773, Pacific Noncontiguous (total) 20033
Total consumption , coal , Pacific Noncontiguous (total) ,2003,2,94.441, Pacific Noncontiguous (total) 20032
Total consumption , coal , Pacific Noncontiguous (total) ,2003,1,101.49, Pacific Noncontiguous (total) 20031
Total consumption , coal , Pacific Noncontiguous (total) ,2002,12,111.572, Pacific Noncontiguous (total) 200212
Total consumption , coal , Pacific Noncontiguous (total) ,2002,11,107.409, Pacific Noncontiguous (total) 200211
Total consumption , coal , Pacific Noncontiguous (total) ,2002,10,102.311, Pacific Noncontiguous (total) 200210
Total consumption , coal , Pacific Noncontiguous (total) ,2002,9,110.478, Pacific Noncontiguous (total) 20029
Total consumption , coal , Pacific Noncontiguous (total) ,2002,8,103.254, Pacific Noncontiguous (total) 20028
Total consumption , coal , Pacific Noncontiguous (total) ,2002,7,106.324, Pacific Noncontiguous (total) 20027
Total consumption , coal , Pacific Noncontiguous (total) ,2002,6,94.81, Pacific Noncontiguous (total) 20026
Total consumption , coal , Pacific Noncontiguous (total) ,2002,5,112.809, Pacific Noncontiguous (total) 20025
Total consumption , coal , Pacific Noncontiguous (total) ,2002,4,100.734, Pacific Noncontiguous (total) 20024
Total consumption , coal , Pacific Noncontiguous (total) ,2002,3,106.661, Pacific Noncontiguous (total) 20023
Total consumption , coal , Pacific Noncontiguous (total) ,2002,2,95.339, Pacific Noncontiguous (total) 20022
Total consumption , coal , Pacific Noncontiguous (total) ,2002,1,108.75, Pacific Noncontiguous (total) 20021
Total consumption , coal , Pacific Noncontiguous (total) ,2001,12,93.072, Pacific Noncontiguous (total) 200112
Total consumption , coal , Pacific Noncontiguous (total) ,2001,11,94.311, Pacific Noncontiguous (total) 200111
Total consumption , coal , Pacific Noncontiguous (total) ,2001,10,92.75, Pacific Noncontiguous (total) 200110
Total consumption , coal , Pacific Noncontiguous (total) ,2001,9,113.01, Pacific Noncontiguous (total) 20019
Total consumption , coal , Pacific Noncontiguous (total) ,2001,8,121.757, Pacific Noncontiguous (total) 20018
Total consumption , coal , Pacific Noncontiguous (total) ,2001,7,114.543, Pacific Noncontiguous (total) 20017
Total consumption , coal , Pacific Noncontiguous (total) ,2001,6,99.736, Pacific Noncontiguous (total) 20016
Total consumption , coal , Pacific Noncontiguous (total) ,2001,5,98.409, Pacific Noncontiguous (total) 20015
Total consumption , coal , Pacific Noncontiguous (total) ,2001,4,82.502, Pacific Noncontiguous (total) 20014
Total consumption , coal , Pacific Noncontiguous (total) ,2001,3,108.071, Pacific Noncontiguous (total) 20013
Total consumption , coal , Pacific Noncontiguous (total) ,2001,2,106.387, Pacific Noncontiguous (total) 20012
Total consumption , coal , Pacific Noncontiguous (total) ,2001,1,106.295, Pacific Noncontiguous (total) 20011
Total consumption , coal , Pennsylvania ,2017,7,2332.219, Pennsylvania 20177
Total consumption , coal , Pennsylvania ,2017,6,1989.901, Pennsylvania 20176
Total consumption , coal , Pennsylvania ,2017,5,1851.719, Pennsylvania 20175
Total consumption , coal , Pennsylvania ,2017,4,1539.193, Pennsylvania 20174
Total consumption , coal , Pennsylvania ,2017,3,2081.688, Pennsylvania 20173
Total consumption , coal , Pennsylvania ,2017,2,1687.358, Pennsylvania 20172
Total consumption , coal , Pennsylvania ,2017,1,2159.226, Pennsylvania 20171
Total consumption , coal , Pennsylvania ,2016,12,2652.453, Pennsylvania 201612
Total consumption , coal , Pennsylvania ,2016,11,1763.825, Pennsylvania 201611
Total consumption , coal , Pennsylvania ,2016,10,1589.17, Pennsylvania 201610
Total consumption , coal , Pennsylvania ,2016,9,2226.644, Pennsylvania 20169
Total consumption , coal , Pennsylvania ,2016,8,2821.719, Pennsylvania 20168
Total consumption , coal , Pennsylvania ,2016,7,2890.498, Pennsylvania 20167
Total consumption , coal , Pennsylvania ,2016,6,2244.589, Pennsylvania 20166
Total consumption , coal , Pennsylvania ,2016,5,1879.645, Pennsylvania 20165
Total consumption , coal , Pennsylvania ,2016,4,1658.534, Pennsylvania 20164
Total consumption , coal , Pennsylvania ,2016,3,1361.763, Pennsylvania 20163
Total consumption , coal , Pennsylvania ,2016,2,2299.519, Pennsylvania 20162
Total consumption , coal , Pennsylvania ,2016,1,2853.672, Pennsylvania 20161
Total consumption , coal , Pennsylvania ,2015,12,2002.737, Pennsylvania 201512
Total consumption , coal , Pennsylvania ,2015,11,2184.837, Pennsylvania 201511
Total consumption , coal , Pennsylvania ,2015,10,1672.31, Pennsylvania 201510
Total consumption , coal , Pennsylvania ,2015,9,2662.656, Pennsylvania 20159
Total consumption , coal , Pennsylvania ,2015,8,2996.515, Pennsylvania 20158
Total consumption , coal , Pennsylvania ,2015,7,2716.026, Pennsylvania 20157
Total consumption , coal , Pennsylvania ,2015,6,2560.965, Pennsylvania 20156
Total consumption , coal , Pennsylvania ,2015,5,2635.397, Pennsylvania 20155
Total consumption , coal , Pennsylvania ,2015,4,2068.269, Pennsylvania 20154
Total consumption , coal , Pennsylvania ,2015,3,2920.067, Pennsylvania 20153
Total consumption , coal , Pennsylvania ,2015,2,3403.758, Pennsylvania 20152
Total consumption , coal , Pennsylvania ,2015,1,3567.624, Pennsylvania 20151
Total consumption , coal , Pennsylvania ,2014,12,3085.548, Pennsylvania 201412
Total consumption , coal , Pennsylvania ,2014,11,2953.406, Pennsylvania 201411
Total consumption , coal , Pennsylvania ,2014,10,2247.439, Pennsylvania 201410
Total consumption , coal , Pennsylvania ,2014,9,2543.839, Pennsylvania 20149
Total consumption , coal , Pennsylvania ,2014,8,3012.208, Pennsylvania 20148
Total consumption , coal , Pennsylvania ,2014,7,3282.997, Pennsylvania 20147
Total consumption , coal , Pennsylvania ,2014,6,3436.464, Pennsylvania 20146
Total consumption , coal , Pennsylvania ,2014,5,3008.739, Pennsylvania 20145
Total consumption , coal , Pennsylvania ,2014,4,3260.213, Pennsylvania 20144
Total consumption , coal , Pennsylvania ,2014,3,3747.383, Pennsylvania 20143
Total consumption , coal , Pennsylvania ,2014,2,3738.332, Pennsylvania 20142
Total consumption , coal , Pennsylvania ,2014,1,3990.832, Pennsylvania 20141
Total consumption , coal , Pennsylvania ,2013,12,3693.637, Pennsylvania 201312
Total consumption , coal , Pennsylvania ,2013,11,2672.87, Pennsylvania 201311
Total consumption , coal , Pennsylvania ,2013,10,2524.445, Pennsylvania 201310
Total consumption , coal , Pennsylvania ,2013,9,3248.865, Pennsylvania 20139
Total consumption , coal , Pennsylvania ,2013,8,3542.035, Pennsylvania 20138
Total consumption , coal , Pennsylvania ,2013,7,4374.067, Pennsylvania 20137
Total consumption , coal , Pennsylvania ,2013,6,3805.621, Pennsylvania 20136
Total consumption , coal , Pennsylvania ,2013,5,3644.784, Pennsylvania 20135
Total consumption , coal , Pennsylvania ,2013,4,3159.41, Pennsylvania 20134
Total consumption , coal , Pennsylvania ,2013,3,3870.416, Pennsylvania 20133
Total consumption , coal , Pennsylvania ,2013,2,3594.666, Pennsylvania 20132
Total consumption , coal , Pennsylvania ,2013,1,3861.389, Pennsylvania 20131
Total consumption , coal , Pennsylvania ,2012,12,3625.029, Pennsylvania 201212
Total consumption , coal , Pennsylvania ,2012,11,3433.207, Pennsylvania 201211
Total consumption , coal , Pennsylvania ,2012,10,3267.668, Pennsylvania 201210
Total consumption , coal , Pennsylvania ,2012,9,3256.428, Pennsylvania 20129
Total consumption , coal , Pennsylvania ,2012,8,4078.194, Pennsylvania 20128
Total consumption , coal , Pennsylvania ,2012,7,4589.748, Pennsylvania 20127
Total consumption , coal , Pennsylvania ,2012,6,3595.446, Pennsylvania 20126
Total consumption , coal , Pennsylvania ,2012,5,3343.738, Pennsylvania 20125
Total consumption , coal , Pennsylvania ,2012,4,2394.8, Pennsylvania 20124
Total consumption , coal , Pennsylvania ,2012,3,3114.339, Pennsylvania 20123
Total consumption , coal , Pennsylvania ,2012,2,2981.689, Pennsylvania 20122
Total consumption , coal , Pennsylvania ,2012,1,3922.009, Pennsylvania 20121
Total consumption , coal , Pennsylvania ,2011,12,3503.263, Pennsylvania 201112
Total consumption , coal , Pennsylvania ,2011,11,3617.693, Pennsylvania 201111
Total consumption , coal , Pennsylvania ,2011,10,3500.415, Pennsylvania 201110
Total consumption , coal , Pennsylvania ,2011,9,3819.949, Pennsylvania 20119
Total consumption , coal , Pennsylvania ,2011,8,4523.208, Pennsylvania 20118
Total consumption , coal , Pennsylvania ,2011,7,4794.136, Pennsylvania 20117
Total consumption , coal , Pennsylvania ,2011,6,4447.292, Pennsylvania 20116
Total consumption , coal , Pennsylvania ,2011,5,3798.625, Pennsylvania 20115
Total consumption , coal , Pennsylvania ,2011,4,3353.018, Pennsylvania 20114
Total consumption , coal , Pennsylvania ,2011,3,3209.189, Pennsylvania 20113
Total consumption , coal , Pennsylvania ,2011,2,3916.663, Pennsylvania 20112
Total consumption , coal , Pennsylvania ,2011,1,4919.101, Pennsylvania 20111
Total consumption , coal , Pennsylvania ,2010,12,4665.274, Pennsylvania 201012
